day,entity,product,payment_method,anticipation_method,installments,monthly_tier,amount_transacted,fee_revenue,effective_fee_rate
2025-03-14,PJ,tap,credit,D0/Nitro,12,<=20000,12977.75,2438.519225,0.1879
2025-03-14,PJ,link,credit,D1Anticipation,12,>80000,221219.1,40460.97339,0.18289999999999998
2025-03-14,PJ,tap,credit,D1Anticipation,12,>80000,131231.0,12178.2368,0.09280000000000001
2025-03-14,PF,tap,credit,D0/Nitro,12,<=20000,3800.0,714.0200000000001,0.1879
2025-03-14,PF,pos,credit,D1Anticipation,12,<=20000,7342.92,923.005044,0.1257
2025-03-14,PF,pos,credit,D1Anticipation,12,20001-40000,28255.21,2941.367361,0.10410000000000001
2025-03-14,PF,pos,credit,D0/Nitro,12,<=20000,525.0,98.6475,0.18789999999999998
2025-03-14,PJ,link,credit,D1Anticipation,12,>80000,1074718.43,196566.000847,0.1829
2025-03-14,PJ,tap,credit,D1Anticipation,12,>80000,248632.15,23073.06352,0.09280000000000001
2025-03-14,PJ,link,credit,D1Anticipation,12,>80000,219060.14,40066.099606,0.1829
2025-03-14,PF,tap,credit,D1Anticipation,12,<=20000,6325.7,795.14049,0.1257
2025-03-14,PJ,tap,credit,D1Anticipation,12,>80000,979280.45,90877.22576,0.09280000000000001
2025-03-14,PF,link,credit,D0/Nitro,12,<=20000,611.93,101.947538,0.1666
2025-03-14,PJ,pos,credit,D0/Nitro,12,>80000,363823.87,68362.505173,0.18789999999999998
2025-03-14,PF,tap,credit,D1Anticipation,12,<=20000,10971.98,1379.177886,0.1257
2025-03-14,PF,tap,credit,D1Anticipation,12,>80000,3705414.06,343862.424768,0.09280000000000001
2025-03-14,PF,tap,credit,D0/Nitro,12,>80000,2374644.16,446195.637664,0.18789999999999998
2025-03-14,PJ,link,credit,D0/Nitro,12,>80000,401360.06,66866.585996,0.1666
2025-03-14,PJ,tap,credit,D1Anticipation,12,>80000,1920578.24,178229.660672,0.0928
2025-03-14,PJ,link,credit,D0/Nitro,12,20001-40000,20211.43,3367.224238,0.1666
2025-03-14,PJ,link,credit,D1Anticipation,12,>80000,146136.62,26728.387798,0.1829
2025-03-14,PJ,pos,credit,D1Anticipation,12,>80000,1323137.81,122787.188768,0.09280000000000001
2025-03-14,PJ,pos,credit,D1Anticipation,12,>80000,4493837.25,417028.0968,0.0928
2025-03-14,PJ,pos,credit,D0/Nitro,12,20001-40000,31707.74,5957.884346000001,0.1879
2025-03-14,PJ,tap,credit,D0/Nitro,12,>80000,345244.54,64871.449066,0.1879
2025-03-15,PJ,bank_slip,BankSlip,BankSlip,1,20001-40000,32166.3,0.0,0.0
2025-03-15,PJ,pos,debit,D1Anticipation,1,>80000,16935030.07,159189.282658,0.0094
2025-03-15,PF,pos,debit,D0/Nitro,1,20001-40000,38817.58,1083.010482,0.027899999999999998
2025-03-15,PJ,link,credit,D1Anticipation,1,40001-80000,67393.48,3699.902052,0.054900000000000004
2025-03-15,PJ,pos,debit,D0/Nitro,1,>80000,149683.85,4176.1794150000005,0.0279
2025-03-15,PJ,pos,credit,D0/Nitro,1,>80000,200608.29,12016.436571,0.0599
2025-03-15,PF,pix,Pix,Pix,1,<=20000,7941.47,0.0,0.0
2025-03-15,PF,pos,credit,D1Anticipation,1,<=20000,294.0,10.1136,0.0344
2025-03-15,PF,tap,debit,D0/Nitro,1,<=20000,1267.8,35.37162,0.0279
2025-03-15,PF,pix,Pix,Pix,1,>80000,3140474.88,0.0,0.0
2025-03-15,PJ,tap,credit,D0/Nitro,1,>80000,1511137.83,90517.156017,0.059899999999999995
2025-03-15,PJ,tap,credit,D0/Nitro,1,<=20000,687.47,41.179453,0.0599
2025-03-15,PJ,tap,debit,D0/Nitro,1,>80000,533343.88,14880.294252000002,0.0279
2025-03-15,PF,pos,debit,D1Anticipation,1,>80000,103918.98,976.838412,0.0094
2025-03-15,PF,pos,debit,D1Anticipation,1,<=20000,99.0,1.5542999999999998,0.0157
2025-03-15,PF,tap,credit,D1Anticipation,1,<=20000,1976.09,67.977496,0.0344
2025-03-15,PF,link,credit,D1Anticipation,1,<=20000,322.28,17.693171999999997,0.0549
2025-03-15,PJ,pix,Pix,Pix,1,>80000,3906447.67,0.0,0.0
2025-03-15,PJ,pos,credit,D0/Nitro,1,>80000,2558882.99,153277.09110100003,0.05990000000000001
2025-03-15,PF,link,credit,D1Anticipation,1,<=20000,266.43,14.627007,0.054900000000000004
2025-03-15,PJ,link,credit,D0/Nitro,1,<=20000,15652.26,657.3949200000001,0.042
2025-03-15,PF,tap,credit,D1Anticipation,1,<=20000,1459.85,50.21884,0.0344
2025-03-15,PF,tap,credit,D0/Nitro,1,<=20000,3083.88,184.724412,0.059899999999999995
2025-03-15,PF,tap,debit,D0/Nitro,1,<=20000,115.0,3.2085000000000004,0.027900000000000005
2025-03-15,PJ,pos,credit,D1Anticipation,1,>80000,1611868.6,48033.68428,0.0298
2025-03-15,PJ,pos,debit,D0/Nitro,1,>80000,280364.37,7822.165923,0.027899999999999998
2025-03-15,PJ,pos,credit,D1Anticipation,1,>80000,2154190.81,64194.886138,0.0298
2025-03-15,PJ,pos,debit,D1Anticipation,1,>80000,4830939.59,45410.832146,0.0094
2025-03-15,PF,tap,credit,D1Anticipation,1,>80000,3379091.47,100696.925806,0.029799999999999997
2025-03-15,PJ,pos,debit,D0/Nitro,1,>80000,3497086.67,97568.718093,0.0279
2025-03-15,PF,tap,credit,D0/Nitro,1,>80000,11090639.3,664329.2940700001,0.0599
2025-03-15,PF,bank_slip,BankSlip,BankSlip,1,40001-80000,69633.57,0.0,0.0
2025-03-15,PJ,tap,debit,D0/Nitro,1,<=20000,11800.36,329.230044,0.0279
2025-03-15,PJ,tap,debit,D0/Nitro,1,<=20000,2193.33,61.193907,0.0279
2025-03-15,PF,tap,debit,D1Anticipation,1,<=20000,887.71,13.937047,0.0157
2025-03-15,PJ,tap,debit,D1Anticipation,1,20001-40000,32026.64,336.27972,0.0105
2025-03-15,PJ,tap,debit,D0/Nitro,1,<=20000,333.0,9.2907,0.027899999999999998
2025-03-15,PJ,bank_slip,BankSlip,BankSlip,1,<=20000,1479.0,0.0,0.0
2025-03-15,PF,link,credit,D1Anticipation,1,>80000,576948.41,31674.467709,0.0549
2025-03-15,PJ,pix,Pix,Pix,1,>80000,23443486.64,0.0,0.0
2025-03-15,PF,link,credit,D0/Nitro,1,<=20000,519.12,21.803040000000003,0.042
2025-03-15,PJ,pix,Pix,Pix,1,>80000,2332795.7,0.0,0.0
2025-03-15,PF,pos,debit,D0/Nitro,1,<=20000,1047.44,29.223576,0.0279
2025-03-15,PJ,tap,credit,D1Anticipation,1,>80000,1584703.94,47224.177412,0.0298
2025-03-15,PF,pos,debit,D1Anticipation,1,<=20000,511.0,8.022699999999999,0.0157
2025-03-15,PF,pos,credit,D1Anticipation,1,<=20000,346.0,11.9024,0.0344
2025-03-15,PJ,link,credit,D0/Nitro,1,<=20000,1418.25,59.566500000000005,0.042
2025-03-15,PJ,pos,debit,D0/Nitro,1,40001-80000,67972.91,1896.4441890000005,0.027900000000000005
2025-03-15,PF,tap,debit,D0/Nitro,1,<=20000,1340.55,37.401345,0.0279
2025-03-15,PF,link,credit,D0/Nitro,1,<=20000,319.12,13.40304,0.042
2025-03-15,PF,pos,debit,D1Anticipation,1,<=20000,766.0,12.0262,0.0157
2025-03-15,PJ,pos,credit,D0/Nitro,1,>80000,110089.38,6594.353862000001,0.0599
2025-03-15,PJ,link,credit,D1Anticipation,1,>80000,738232.26,40528.951074,0.0549
2025-03-15,PJ,link,credit,D1Anticipation,1,>80000,165719.07,9097.976943,0.0549
2025-03-15,PJ,pos,credit,D0/Nitro,1,40001-80000,45012.42,2696.243958,0.0599
2025-03-15,PF,pos,credit,D1Anticipation,1,>80000,88896.01,2649.101098,0.029800000000000004
2025-03-15,PF,pix,Pix,Pix,1,<=20000,2002.3,0.0,0.0
2025-03-15,PJ,tap,credit,D1Anticipation,1,20001-40000,38934.84,1238.127912,0.0318
2025-03-15,PF,tap,credit,D1Anticipation,1,<=20000,5808.45,199.81068,0.0344
2025-03-15,PJ,pos,credit,D1Anticipation,1,>80000,14404112.6,429242.55548,0.0298
2025-03-15,PJ,pos,credit,D1Anticipation,1,>80000,3692714.06,110042.878988,0.0298
2025-03-15,PJ,pos,debit,D1Anticipation,1,>80000,2736318.07,25721.389858,0.0094
2025-03-15,PJ,pos,debit,D1Anticipation,1,>80000,1973143.6,18547.549840000003,0.0094
2025-03-15,PJ,tap,debit,D1Anticipation,1,>80000,463162.6,4353.72844,0.0094
2025-03-15,PJ,link,credit,D1Anticipation,1,40001-80000,52589.22,2887.148178,0.0549
2025-03-15,PJ,bank_slip,BankSlip,BankSlip,1,<=20000,4699.8,0.0,0.0
2025-03-15,PJ,link,credit,D0/Nitro,1,<=20000,12824.1,538.6122,0.042
2025-03-15,PF,tap,debit,D1Anticipation,1,>80000,959642.22,9020.636868,0.0094
2025-03-15,PF,tap,credit,D0/Nitro,1,<=20000,274.38,16.435362,0.05990000000000001
2025-03-15,PF,pos,credit,D1Anticipation,1,<=20000,92.0,3.1648,0.0344
2025-03-15,PF,tap,debit,D0/Nitro,1,>80000,4020275.17,112165.677243,0.0279
2025-03-15,PF,link,credit,D0/Nitro,1,>80000,1455127.92,61115.37264,0.042
2025-03-15,PJ,link,credit,D0/Nitro,1,>80000,439443.04,18456.60768,0.042
2025-03-15,PJ,tap,credit,D0/Nitro,1,20001-40000,36169.85,2166.574015,0.05990000000000001
2025-03-15,PJ,tap,credit,D1Anticipation,1,40001-80000,65886.07,2029.2909560000005,0.030800000000000004
2025-03-15,PF,tap,credit,D0/Nitro,1,<=20000,7290.32,436.690168,0.05990000000000001
2025-03-15,PJ,tap,debit,D1Anticipation,1,<=20000,13703.52,215.145264,0.0157
2025-03-15,PJ,tap,debit,D1Anticipation,1,<=20000,8449.29,132.653853,0.0157
2025-03-15,PJ,tap,credit,D1Anticipation,1,>80000,117510.21,3501.804258,0.0298
2025-03-15,PF,tap,debit,D1Anticipation,1,<=20000,447.05,7.018685,0.0157
2025-03-15,PF,pos,credit,D0/Nitro,1,<=20000,390.73,23.404727,0.0599
2025-03-15,PF,pix,Pix,Pix,1,<=20000,1437.64,0.0,0.0
2025-03-15,PF,tap,debit,D1Anticipation,1,<=20000,258.0,4.050599999999999,0.0157
2025-03-15,PF,pos,credit,D0/Nitro,1,40001-80000,41181.18,2466.7526820000003,0.05990000000000001
2025-03-15,PJ,pix,Pix,Pix,1,>80000,1894464.07,0.0,0.0
2025-03-15,PJ,tap,credit,D0/Nitro,1,20001-40000,23692.83,1419.2005170000002,0.0599
2025-03-15,PF,tap,credit,D1Anticipation,2,>80000,1450928.96,61664.480800000005,0.0425
2025-03-15,PJ,tap,credit,D0/Nitro,2,>80000,407129.52,46372.052328000005,0.1139
2025-03-15,PJ,pos,credit,D0/Nitro,2,20001-40000,21711.85,2472.979715,0.1139
2025-03-15,PJ,link,credit,D0/Nitro,2,>80000,242846.51,14789.352459000002,0.0609
2025-03-15,PJ,link,credit,D1Anticipation,2,40001-80000,73361.21,7989.035769,0.1089
2025-03-15,PF,pos,credit,D1Anticipation,2,<=20000,110.0,6.127,0.0557
2025-03-15,PF,link,credit,D1Anticipation,2,<=20000,99.8,10.86822,0.10890000000000001
2025-03-15,PJ,link,credit,D1Anticipation,2,>80000,99914.91,10880.733699,0.1089
2025-03-15,PJ,pos,credit,D0/Nitro,2,40001-80000,41345.81,4709.287759,0.1139
2025-03-15,PJ,link,credit,D0/Nitro,2,<=20000,4785.04,291.408936,0.060899999999999996
2025-03-15,PF,link,credit,D1Anticipation,2,>80000,566909.47,61736.44128299999,0.1089
2025-03-15,PJ,tap,credit,D1Anticipation,2,>80000,703945.76,29917.6948,0.0425
2025-03-15,PF,pos,credit,D0/Nitro,2,<=20000,10678.38,1216.267482,0.1139
2025-03-15,PJ,link,credit,D1Anticipation,2,>80000,787311.87,85738.262643,0.1089
2025-03-15,PJ,tap,credit,D1Anticipation,2,20001-40000,34491.72,1562.474916,0.04529999999999999
2025-03-15,PF,tap,credit,D1Anticipation,2,<=20000,1459.0,81.2663,0.0557
2025-03-15,PJ,link,credit,D0/Nitro,2,<=20000,2299.45,140.036505,0.06090000000000001
2025-03-15,PF,tap,credit,D0/Nitro,2,<=20000,850.0,96.815,0.1139
2025-03-15,PF,tap,credit,D0/Nitro,2,<=20000,981.7,111.81563,0.11389999999999999
2025-03-15,PJ,pos,credit,D0/Nitro,2,20001-40000,24401.58,2779.339962,0.11389999999999999
2025-03-15,PF,link,credit,D0/Nitro,2,<=20000,101.57,6.185613,0.0609
2025-03-15,PF,tap,credit,D0/Nitro,2,<=20000,300.0,34.17,0.1139
2025-03-15,PJ,pos,credit,D1Anticipation,2,>80000,5275071.45,224190.53662500004,0.0425
2025-03-15,PJ,pos,credit,D0/Nitro,2,>80000,596918.61,67989.029679,0.1139
2025-03-15,PJ,pos,credit,D1Anticipation,2,>80000,452762.78,19242.41815,0.0425
2025-03-15,PJ,link,credit,D1Anticipation,2,40001-80000,41457.22,4514.691258,0.1089
2025-03-15,PJ,tap,credit,D1Anticipation,2,<=20000,1514.79,84.373803,0.0557
2025-03-15,PF,link,credit,D1Anticipation,2,<=20000,500.0,54.45,0.10890000000000001
2025-03-15,PF,tap,credit,D1Anticipation,2,<=20000,522.03,29.077071,0.055700000000000006
2025-03-15,PF,link,credit,D0/Nitro,2,>80000,896499.6,54596.82564,0.0609
2025-03-15,PF,tap,credit,D0/Nitro,2,>80000,3111009.68,354344.00255200005,0.11390000000000002
2025-03-15,PF,pos,credit,D1Anticipation,2,20001-40000,30587.11,1385.596083,0.04529999999999999
2025-03-15,PJ,link,credit,D0/Nitro,2,<=20000,2322.27,141.426243,0.0609
2025-03-15,PJ,tap,credit,D0/Nitro,2,<=20000,17255.79,1965.434481,0.1139
2025-03-15,PF,tap,credit,D1Anticipation,2,<=20000,187.39,10.437623,0.055700000000000006
2025-03-15,PJ,tap,credit,D1Anticipation,2,20001-40000,33988.88,1539.696264,0.0453
2025-03-15,PJ,pos,credit,D1Anticipation,2,>80000,1205159.59,51219.282575000005,0.0425
2025-03-15,PF,link,credit,D1Anticipation,2,<=20000,3678.98,400.640922,0.1089
2025-03-15,PJ,tap,credit,D0/Nitro,2,<=20000,822.8,93.71692,0.11390000000000002
2025-03-15,PJ,pos,credit,D1Anticipation,2,>80000,668353.79,28405.036075000004,0.0425
2025-03-15,PF,tap,credit,D1Anticipation,3,>80000,1512911.08,72165.85851600001,0.0477
2025-03-15,PJ,pos,credit,D0/Nitro,3,<=20000,18737.77,2340.347473,0.12489999999999998
2025-03-15,PF,tap,credit,D0/Nitro,3,<=20000,3668.18,458.155682,0.12490000000000001
2025-03-15,PJ,pos,credit,D1Anticipation,3,>80000,547134.94,26098.336638,0.047700000000000006
2025-03-15,PJ,pos,credit,D1Anticipation,3,>80000,1381241.72,65885.230044,0.0477
2025-03-15,PJ,tap,credit,D1Anticipation,3,20001-40000,20264.43,1041.591702,0.051399999999999994
2025-03-15,PJ,tap,credit,D1Anticipation,3,>80000,837077.54,39928.598658,0.0477
2025-03-15,PF,pos,credit,D1Anticipation,3,20001-40000,39206.13,2015.195082,0.0514
2025-03-15,PJ,link,credit,D0/Nitro,3,<=20000,13505.85,946.760085,0.0701
2025-03-15,PJ,pos,credit,D0/Nitro,3,20001-40000,38126.04,4761.942396,0.12490000000000001
2025-03-15,PF,link,credit,D1Anticipation,3,<=20000,870.07,104.321393,0.11989999999999999
2025-03-15,PJ,tap,credit,D0/Nitro,3,<=20000,2550.0,318.495,0.1249
2025-03-15,PF,link,credit,D1Anticipation,3,>80000,686990.83,82370.200517,0.11990000000000002
2025-03-15,PF,link,credit,D0/Nitro,3,<=20000,370.0,25.937,0.07010000000000001
2025-03-15,PJ,link,credit,D1Anticipation,3,>80000,1173387.23,140689.128877,0.1199
2025-03-15,PF,tap,credit,D0/Nitro,3,>80000,2321582.08,289965.601792,0.1249
2025-03-15,PJ,link,credit,D0/Nitro,3,>80000,328112.02,23000.652602,0.0701
2025-03-15,PJ,link,credit,D1Anticipation,3,>80000,206466.21,24755.298579,0.11989999999999999
2025-03-15,PJ,tap,credit,D1Anticipation,3,<=20000,6764.42,426.15846,0.063
2025-03-15,PJ,link,credit,D1Anticipation,3,40001-80000,70616.76,8466.949524,0.1199
2025-03-15,PF,pos,credit,D0/Nitro,3,<=20000,7131.51,890.725599,0.1249
2025-03-15,PF,link,credit,D0/Nitro,3,>80000,832584.6,58364.18046,0.07010000000000001
2025-03-15,PF,tap,credit,D1Anticipation,3,<=20000,5915.37,372.66831,0.063
2025-03-15,PJ,link,credit,D0/Nitro,3,<=20000,7966.1,558.4236099999999,0.0701
2025-03-15,PJ,pos,credit,D0/Nitro,3,<=20000,5590.84,698.295916,0.1249
2025-03-15,PJ,tap,credit,D0/Nitro,3,<=20000,4638.0,579.2862,0.1249
2025-03-15,PJ,tap,credit,D1Anticipation,3,40001-80000,65473.49,3240.937755,0.0495
2025-03-15,PF,link,credit,D0/Nitro,3,<=20000,630.0,44.163,0.0701
2025-03-15,PJ,tap,credit,D0/Nitro,3,<=20000,10725.57,1339.623693,0.1249
2025-03-15,PJ,link,credit,D1Anticipation,3,>80000,115625.79,13863.532221,0.1199
2025-03-15,PF,tap,credit,D0/Nitro,3,<=20000,300.0,37.47,0.1249
2025-03-15,PJ,pos,credit,D1Anticipation,3,>80000,765516.49,36515.136573,0.047700000000000006
2025-03-15,PJ,pos,credit,D0/Nitro,3,>80000,499002.41,62325.401009,0.12490000000000001
2025-03-15,PJ,link,credit,D0/Nitro,3,<=20000,6467.77,453.390677,0.0701
2025-03-15,PJ,tap,credit,D0/Nitro,3,>80000,368168.43,45984.236907,0.1249
2025-03-15,PJ,pos,credit,D1Anticipation,3,>80000,5344032.14,254910.333078,0.0477
2025-03-15,PF,link,credit,D0/Nitro,4,>80000,580600.58,45925.505878,0.07910000000000002
2025-03-15,PJ,tap,credit,D0/Nitro,4,<=20000,449.0,58.7741,0.1309
2025-03-15,PJ,pos,credit,D1Anticipation,4,>80000,2986411.92,157682.54937599998,0.05279999999999999
2025-03-15,PJ,tap,credit,D0/Nitro,4,<=20000,2887.02,377.910918,0.1309
2025-03-15,PJ,tap,credit,D1Anticipation,4,<=20000,11445.76,804.636928,0.0703
2025-03-15,PF,tap,credit,D0/Nitro,4,<=20000,1150.62,150.61615799999998,0.1309
2025-03-15,PJ,tap,credit,D1Anticipation,4,40001-80000,40149.67,2212.246817,0.05510000000000001
2025-03-15,PJ,link,credit,D1Anticipation,4,>80000,88965.36,11200.738824000002,0.1259
2025-03-15,PF,pos,credit,D0/Nitro,4,<=20000,3413.03,446.765627,0.1309
2025-03-15,PJ,link,credit,D1Anticipation,4,20001-40000,36289.52,4568.850568,0.1259
2025-03-15,PF,tap,credit,D1Anticipation,4,<=20000,545.0,38.3135,0.0703
2025-03-15,PJ,pos,credit,D0/Nitro,4,<=20000,12921.09,1691.370681,0.13090000000000002
2025-03-15,PF,tap,credit,D1Anticipation,4,>80000,1296239.0,68441.4192,0.0528
2025-03-15,PJ,pos,credit,D0/Nitro,4,>80000,286911.11,37556.664299,0.1309
2025-03-15,PJ,link,credit,D0/Nitro,4,>80000,204229.27,16154.535257,0.0791
2025-03-15,PJ,link,credit,D1Anticipation,4,>80000,112754.02,14195.731118000002,0.1259
2025-03-15,PJ,link,credit,D0/Nitro,4,<=20000,1805.32,142.800812,0.0791
2025-03-15,PF,tap,credit,D1Anticipation,4,<=20000,2816.88,198.026664,0.0703
2025-03-15,PJ,link,credit,D1Anticipation,4,>80000,651413.88,82013.007492,0.1259
2025-03-15,PJ,tap,credit,D0/Nitro,4,>80000,262359.55,34342.865094999994,0.1309
2025-03-15,PJ,tap,credit,D1Anticipation,4,40001-80000,62798.06,3460.173106,0.0551
2025-03-15,PJ,pos,credit,D0/Nitro,4,20001-40000,21231.18,2779.161462,0.1309
2025-03-15,PF,tap,credit,D0/Nitro,4,<=20000,880.0,115.192,0.1309
2025-03-15,PJ,link,credit,D0/Nitro,4,<=20000,6514.1,515.26531,0.07909999999999999
2025-03-15,PF,pos,credit,D1Anticipation,4,<=20000,11439.67,804.208801,0.0703
2025-03-15,PJ,pos,credit,D1Anticipation,4,>80000,809291.52,42730.592256,0.0528
2025-03-15,PF,link,credit,D1Anticipation,4,<=20000,575.31,72.431529,0.1259
2025-03-15,PF,tap,credit,D0/Nitro,4,>80000,1961913.75,256814.509875,0.1309
2025-03-15,PF,link,credit,D1Anticipation,4,>80000,500331.2,62991.69808000001,0.1259
2025-03-15,PJ,tap,credit,D1Anticipation,4,>80000,514577.49,27169.691472,0.0528
2025-03-15,PJ,pos,credit,D0/Nitro,4,<=20000,6748.55,883.385195,0.1309
2025-03-15,PF,link,credit,D0/Nitro,4,<=20000,644.35,50.968085,0.0791
2025-03-15,PJ,pos,credit,D1Anticipation,4,>80000,514449.26,27162.920928,0.0528
2025-03-15,PJ,tap,credit,D0/Nitro,4,<=20000,9467.62,1239.311458,0.1309
2025-03-15,PJ,link,credit,D0/Nitro,4,<=20000,12844.29,1015.983339,0.07909999999999999
2025-03-15,PJ,pos,credit,D1Anticipation,4,>80000,400422.32,21142.298496,0.0528
2025-03-15,PJ,link,credit,D1Anticipation,5,>80000,533372.01,70885.14012899999,0.1329
2025-03-15,PJ,pos,credit,D0/Nitro,5,>80000,223808.62,30863.208698,0.1379
2025-03-15,PJ,pos,credit,D0/Nitro,5,<=20000,7718.96,1064.444584,0.13790000000000002
2025-03-15,PJ,tap,credit,D1Anticipation,5,>80000,353396.13,20461.635927,0.0579
2025-03-15,PJ,link,credit,D1Anticipation,5,>80000,109417.1,14541.53259,0.1329
2025-03-15,PJ,link,credit,D0/Nitro,5,<=20000,12840.09,1129.92792,0.08800000000000001
2025-03-15,PJ,pos,credit,D0/Nitro,5,<=20000,6181.11,852.3750689999999,0.1379
2025-03-15,PF,pos,credit,D1Anticipation,5,<=20000,707.45,54.75663,0.0774
2025-03-15,PJ,pos,credit,D0/Nitro,5,<=20000,7006.97,966.261163,0.1379
2025-03-15,PJ,link,credit,D0/Nitro,5,<=20000,269.93,23.75384,0.088
2025-03-15,PF,pos,credit,D1Anticipation,5,<=20000,850.0,65.78999999999999,0.0774
2025-03-15,PJ,tap,credit,D0/Nitro,5,<=20000,811.98,111.972042,0.1379
2025-03-15,PF,tap,credit,D1Anticipation,5,>80000,1251172.29,72442.875591,0.0579
2025-03-15,PF,link,credit,D0/Nitro,5,>80000,523495.56,46067.60928,0.088
2025-03-15,PF,link,credit,D1Anticipation,5,<=20000,870.0,115.623,0.13290000000000002
2025-03-15,PF,tap,credit,D1Anticipation,5,<=20000,1554.0,120.2796,0.0774
2025-03-15,PF,tap,credit,D1Anticipation,5,<=20000,1985.0,153.63899999999998,0.0774
2025-03-15,PJ,tap,credit,D1Anticipation,5,>80000,532598.03,30837.425937,0.0579
2025-03-15,PJ,tap,credit,D0/Nitro,5,<=20000,2300.0,317.17,0.1379
2025-03-15,PJ,pos,credit,D1Anticipation,5,>80000,2333286.58,135097.292982,0.05790000000000001
2025-03-15,PJ,tap,credit,D1Anticipation,5,>80000,95598.54,5535.155465999999,0.05789999999999999
2025-03-15,PJ,link,credit,D0/Nitro,5,<=20000,6019.41,529.70808,0.088
2025-03-15,PJ,pos,credit,D1Anticipation,5,>80000,416378.46,24108.312834,0.0579
2025-03-15,PJ,link,credit,D0/Nitro,5,>80000,158433.32,13942.13216,0.088
2025-03-15,PF,pos,credit,D0/Nitro,5,<=20000,880.0,121.352,0.1379
2025-03-15,PJ,pos,credit,D1Anticipation,5,>80000,723185.87,41872.461873,0.0579
2025-03-15,PJ,pos,credit,D1Anticipation,5,>80000,457537.46,26491.418934,0.0579
2025-03-15,PJ,tap,credit,D1Anticipation,5,40001-80000,61285.66,3720.039562,0.0607
2025-03-15,PF,tap,credit,D0/Nitro,5,>80000,1666300.42,229782.827918,0.1379
2025-03-15,PJ,link,credit,D1Anticipation,5,40001-80000,49791.62,6617.306298,0.1329
2025-03-15,PF,link,credit,D1Anticipation,5,>80000,439352.78,58389.984462,0.1329
2025-03-15,PF,pos,credit,D1Anticipation,5,<=20000,16592.51,1284.2602739999998,0.0774
2025-03-15,PF,link,credit,D1Anticipation,5,<=20000,153.51,20.401479,0.1329
2025-03-15,PJ,link,credit,D1Anticipation,5,40001-80000,62836.04,8350.909716,0.1329
2025-03-15,PF,pos,credit,D1Anticipation,5,<=20000,580.0,44.892,0.07740000000000001
2025-03-15,PJ,tap,credit,D0/Nitro,5,>80000,213574.16,29451.876664,0.1379
2025-03-15,PF,link,credit,D0/Nitro,6,>80000,441013.7,42646.02479,0.09670000000000001
2025-03-15,PJ,pos,credit,D0/Nitro,6,<=20000,19387.16,2809.199484,0.1449
2025-03-15,PJ,link,credit,D1Anticipation,6,40001-80000,79795.21,11163.349879,0.13989999999999997
2025-03-15,PJ,link,credit,D0/Nitro,6,<=20000,1388.0,134.2196,0.09670000000000001
2025-03-15,PJ,pos,credit,D1Anticipation,6,>80000,669936.33,42138.995157,0.0629
2025-03-15,PJ,pos,credit,D0/Nitro,6,>80000,217568.51,31525.677099,0.1449
2025-03-15,PJ,pos,credit,D1Anticipation,6,>80000,744726.36,46843.288044,0.0629
2025-03-15,PJ,tap,credit,D1Anticipation,6,40001-80000,64743.16,4285.997192,0.0662
2025-03-15,PF,link,credit,D1Anticipation,6,<=20000,1988.9,278.24711,0.1399
2025-03-15,PJ,link,credit,D1Anticipation,6,40001-80000,78487.57,10980.411043,0.1399
2025-03-15,PF,tap,credit,D1Anticipation,6,>80000,1075981.6,67679.24264,0.0629
2025-03-15,PF,tap,credit,D0/Nitro,6,>80000,1243763.0,180221.2587,0.1449
2025-03-15,PF,pos,credit,D1Anticipation,6,20001-40000,22903.31,1589.4897140000005,0.06940000000000002
2025-03-15,PF,tap,credit,D1Anticipation,6,<=20000,6211.95,524.909775,0.08449999999999999
2025-03-15,PJ,pos,credit,D0/Nitro,6,<=20000,8865.0,1284.5385,0.1449
2025-03-15,PJ,tap,credit,D1Anticipation,6,<=20000,11349.82,959.05979,0.0845
2025-03-15,PF,link,credit,D1Anticipation,6,<=20000,2890.0,404.311,0.1399
2025-03-15,PF,link,credit,D1Anticipation,6,<=20000,3164.23,442.675777,0.1399
2025-03-15,PJ,tap,credit,D1Anticipation,6,>80000,496856.87,31252.297123,0.0629
2025-03-15,PJ,link,credit,D0/Nitro,6,<=20000,13802.12,1334.665004,0.0967
2025-03-15,PF,tap,credit,D1Anticipation,6,<=20000,596.0,50.362,0.0845
2025-03-15,PJ,tap,credit,D0/Nitro,6,<=20000,6993.09,1013.298741,0.1449
2025-03-15,PJ,tap,credit,D0/Nitro,6,>80000,154731.75,22420.630575,0.1449
2025-03-15,PF,link,credit,D0/Nitro,6,<=20000,1685.86,163.02266199999997,0.09669999999999998
2025-03-15,PJ,tap,credit,D1Anticipation,6,40001-80000,63228.24,4185.709488,0.06620000000000001
2025-03-15,PJ,pos,credit,D0/Nitro,6,<=20000,1545.77,223.982073,0.1449
2025-03-15,PF,link,credit,D1Anticipation,6,>80000,388092.75,54294.175725,0.1399
2025-03-15,PJ,link,credit,D1Anticipation,6,>80000,689871.47,96513.018653,0.13990000000000002
2025-03-15,PJ,link,credit,D0/Nitro,6,<=20000,4332.26,418.929542,0.0967
2025-03-15,PF,pos,credit,D0/Nitro,6,<=20000,1263.02,183.011598,0.1449
2025-03-15,PJ,link,credit,D0/Nitro,6,>80000,216874.7,20971.78349,0.09670000000000001
2025-03-15,PJ,pos,credit,D1Anticipation,6,>80000,2440728.69,153521.83460099998,0.0629
